Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,AL,Alabama,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,490",21.1,19.8,22.5,"2,702",%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,01,BO1,CAT1,_RFSMOK3,RESP046,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,"6,878",78.9,77.5,80.2,"2,703",%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,01,BO1,CAT1,_RFSMOK3,RESP054,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,Overall,Overall,227,3.5,2.9,4.2,"2,840",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,01,BO1,CAT1,USENOW3,RESP079,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,Overall,Overall,134,2.3,1.7,2.8,"2,841",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,01,BO1,CAT1,USENOW3,RESP080,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,Overall,Overall,"8,043",94.2,93.4,95,"2,842",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,01,BO1,CAT1,USENOW3,RESP081,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,048",14.8,13.6,15.9,"2,748",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,01,BO1,CAT1,_SMOKER3,RESP068,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,442,6.4,5.5,7.2,"2,749",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,01,BO1,CAT1,_SMOKER3,RESP069,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,"2,271",24.6,23.3,25.8,"2,750",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,01,BO1,CAT1,_SMOKER3,RESP070,"(32.84057112200048, -86.63186076199969)"
2014,AL,Alabama,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,"4,607",54.3,52.8,55.9,"2,751",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,01,BO1,CAT1,_SMOKER3,RESP071,"(32.84057112200048, -86.63186076199969)"
2014,AK,Alaska,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,749,19.9,18.2,21.6,"2,696",%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,02,BO1,CAT1,_RFSMOK3,RESP046,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,"3,477",80.1,78.4,81.8,"2,697",%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,02,BO1,CAT1,_RFSMOK3,RESP054,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,Overall,Overall,121,3,2.3,3.8,"2,834",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,02,BO1,CAT1,USENOW3,RESP079,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,Overall,Overall,77,2.2,1.6,2.8,"2,835",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,02,BO1,CAT1,USENOW3,RESP080,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,Overall,Overall,"4,006",94.7,93.8,95.7,"2,836",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,02,BO1,CAT1,USENOW3,RESP081,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,523,13.5,12,14.9,"2,742",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,02,BO1,CAT1,_SMOKER3,RESP068,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,226,6.4,5.3,7.5,"2,743",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,02,BO1,CAT1,_SMOKER3,RESP069,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,"1,247",25.7,23.9,27.5,"2,744",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,02,BO1,CAT1,_SMOKER3,RESP070,"(64.84507995700051, -147.72205903599973)"
2014,AK,Alaska,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,"2,230",54.4,52.3,56.6,"2,745",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,02,BO1,CAT1,_SMOKER3,RESP071,"(64.84507995700051, -147.72205903599973)"
2014,AZ,Arizona,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,Overall,Overall,"12,191",83.5,82.4,84.6,"2,709",%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,04,BO1,CAT1,_RFSMOK3,RESP054,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,811",16.5,15.4,17.6,"2,708",%,Crude Prevalence,,,BRFSS,CLASS17,Topic15,04,BO1,CAT1,_RFSMOK3,RESP046,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,Overall,Overall,142,1.4,1,1.7,"2,846",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,04,BO1,CAT1,USENOW3,RESP079,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,Overall,Overall,135,1.8,1.4,2.2,"2,847",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,04,BO1,CAT1,USENOW3,RESP080,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,Overall,Overall,"13,778",96.9,96.4,97.4,"2,848",%,Crude Prevalence,,,BRFSS,CLASS17,Topic54,04,BO1,CAT1,USENOW3,RESP081,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,Overall,Overall,"1,266",11.1,10.1,12,"2,754",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,04,BO1,CAT1,_SMOKER3,RESP068,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,Overall,Overall,545,5.4,4.7,6.1,"2,755",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,04,BO1,CAT1,_SMOKER3,RESP069,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,Overall,Overall,"4,638",26.5,25.4,27.7,"2,756",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,04,BO1,CAT1,_SMOKER3,RESP070,"(34.865970280000454, -111.76381127699972)"
2014,AZ,Arizona,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,Overall,Overall,"7,553",57,55.6,58.4,"2,757",%,Crude Prevalence,,,BRFSS,CLASS17,Topic55,04,BO1,CAT1,_SMOKER3,RESP071,"(34.865970280000454, -111.76381127699972)"
